table,columns
aws_ec2_target_group,"{target_group_name,target_group_arn,target_type,load_balancer_arns,port,vpc_id,protocol,protocol_version,ip_address_type,matcher_http_code,matcher_grpc_code,healthy_threshold_count,unhealthy_threshold_count,health_check_enabled,health_check_interval_seconds,health_check_path,health_check_port,health_check_protocol,health_check_timeout_seconds,target_health_descriptions,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_check_detail,"{id,choice_id,description,flagged_resources,lens_arn,name,owner_account_id,pillar_id,provider,question_id,reason,status,updated_at,workload_id,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_organizations_delegated_services_for_account,"{delegated_account_id,service_principal,delegation_enabled_date,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codeartifact_domain,"{name,arn,asset_size_bytes,created_time,encryption_key,owner,repository_count,s3_bucket_arn,status,policy,policy_std,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_alarm,"{name,arn,state_value,evaluation_state,actions_enabled,alarm_configuration_updated_timestamp,alarm_description,comparison_operator,datapoints_to_alarm,evaluate_low_sample_count_percentile,evaluation_periods,extended_statistic,metric_name,namespace,period,state_reason,state_reason_data,state_updated_timestamp,state_transitioned_timestamp,statistic,threshold,threshold_metric_id,treat_missing_data,unit,alarm_actions,dimensions,insufficient_data_actions,metrics,ok_actions,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_config_retention_configuration,"{name,retention_period_in_days,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_account_settings,"{block_public_acls,block_public_policy,ignore_public_acls,restrict_public_buckets,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_hub,"{hub_arn,administrator_account,auto_enable_controls,subscribed_at,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_service_discovery_instance,"{id,service_id,ec2_instance_id,alias_dns_name,instance_cname,init_health_status,instance_ipv4,instance_ipv6,instance_port,attributes,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecs_cluster_metric_cpu_utilization,"{cluster_name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudsearch_domain,"{domain_name,domain_id,arn,created,deleted,processing,requires_index_documents,search_instance_count,search_instance_type,search_partition_count,doc_service,limits,search_service,akas,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_crawler,"{name,arn,database_name,state,role,creation_time,description,crawl_elapsed_time,crawler_lineage_settings,crawler_security_configuration,last_updated,recrawl_behavior,table_prefix,version,classifiers,lake_formation_configuration,configuration,last_crawl,schedule,schema_change_policy,targets,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_tag,"{granularity,tag_key_1,tag_value_1,tag_key_2,tag_value_2,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_directory_service_directory,"{name,directory_id,arn,stage,type,access_url,alias,description,desired_number_of_domain_controllers,edition,launch_time,radius_status,share_method,share_notes,share_status,short_name,size,sso_enabled,stage_last_updated_date_time,stage_reason,os_version,connect_settings,dns_ip_addrs,event_topics,snapshot_limit,owner_directory_description,radius_settings,regions_info,shared_directories,vpc_settings,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc,"{vpc_id,arn,cidr_block,state,is_default,dhcp_options_id,instance_tenancy,owner_id,cidr_block_association_set,ipv6_cidr_block_association_set,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_kinesis_stream,"{stream_name,stream_arn,stream_status,stream_creation_timestamp,encryption_type,key_id,retention_period_hours,consumer_count,open_shard_count,has_more_shards,shards,enhanced_monitoring,stream_mode_details,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_msk_cluster,"{arn,cluster_name,active_operation_arn,cluster_type,creation_time,current_version,state,cluster_configuration,cluster_operation,bootstrap_broker_string,bootstrap_broker_string_tls,provisioned,state_info,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cognito_identity_provider,"{provider_name,user_pool_id,attribute_mapping,creation_date,idp_identifiers,last_modified_date,provider_details,provider_type,akas,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_gateway_load_balancer,"{name,arn,type,enforce_security_group_inbound_rules_on_private_link_traffic,state_code,scheme,dns_name,vpc_id,created_time,ip_address_type,availability_zones,canonical_hosted_zone_id,customer_owned_ipv4_pool,security_groups,load_balancer_attributes,tags_src,akas,title,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_security_configuration,"{name,created_time_stamp,cloud_watch_encryption,job_bookmarks_encryption,s3_encryption,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecr_repository,"{repository_name,registry_id,arn,repository_uri,created_at,image_tag_mutability,last_evaluated_at,encryption_configuration,repository_scanning_configuration,image_scanning_configuration,lifecycle_policy,policy,policy_std,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_region_monthly,"{region,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,sp_connection_name,sp_ctx,_ctx}"
aws_servicequotas_default_service_quota,"{quota_name,quota_code,quota_arn,global_quota,service_name,service_code,quota_applied_at_level,adjustable,unit,value,error_reason,period,usage_metric,quota_context,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_docdb_cluster_snapshot,"{db_cluster_snapshot_identifier,arn,snapshot_type,status,include_public,include_shared,db_cluster_identifier,snapshot_create_time,cluster_create_time,engine,engine_version,kms_key_id,master_user_name,percent_progress,port,source_db_cluster_snapshot_arn,storage_encrypted,vpc_id,availability_zones,db_cluster_snapshot_attributes,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_metric_data_point,"{id,label,period,status_code,timestamp,value,expression,scan_by,timezone,source_account_id,metric_stat,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_amplify_app,"{app_id,arn,name,description,create_time,update_time,basic_auth_credentials,custom_headers,default_domain,enable_auto_branch_creation,enable_basic_auth,enable_branch_auto_build,enable_branch_auto_deletion,iam_service_role_arn,platform,repository,repository_clone_method,auto_branch_creation_config,auto_branch_creation_patterns,build_spec,custom_rules,environment_variables,production_branch,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_account_contact,"{full_name,address_line_1,address_line_2,address_line_3,company_name,city,country_code,district_or_county,phone_number,postal_code,state_or_region,website_url,linked_account_id,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_object_version,"{bucket_name,key,storage_class,version_id,owner_display_name,owner_id,etag,size,is_latest,last_modified,checksum_algorithm,title,region,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wafv2_regex_pattern_set,"{name,arn,id,scope,description,lock_token,regular_expressions,tags_src,title,tags,akas,region,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_autoscaling_group,"{name,autoscaling_group_arn,status,created_time,new_instances_protected_from_scale_in,capacity_rebalance,default_instance_warmup,warm_pool_size,desired_capacity_type,launch_configuration_name,default_cooldown,desired_capacity,max_instance_lifetime,max_size,min_size,health_check_grace_period,health_check_type,placement_group,service_linked_role_arn,vpc_zone_identifier,launch_template_name,launch_template_id,launch_template_version,on_demand_allocation_strategy,on_demand_base_capacity,on_demand_percentage_above_base_capacity,spot_allocation_strategy,spot_instance_pools,spot_max_price,mixed_instances_policy_launch_template_name,mixed_instances_policy_launch_template_id,mixed_instances_policy_launch_template_version,mixed_instances_policy_launch_template_overrides,availability_zones,load_balancer_names,target_group_arns,instances,enabled_metrics,traffic_sources,warm_pool_configuration,instance_maintenance_policy,policies,termination_policies,suspended_processes,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_stream,"{name,arn,log_group_name,log_stream_name_prefix,descending,order_by,creation_time,first_event_timestamp,last_event_timestamp,last_ingestion_time,upload_sequence_token,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecs_container_instance,"{arn,ec2_instance_id,cluster_arn,agent_connected,agent_update_status,attachments,attributes,capacity_provider_name,pending_tasks_count,registered_at,registered_resources,remaining_resources,health_status,running_tasks_count,status,status_reason,version,version_info,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_config_aggregate_authorization,"{arn,authorized_account_id,authorized_aws_region,creation_time,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wafregional_web_acl,"{name,arn,web_acl_id,default_action,metric_name,logging_configuration,resources,rules,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codedeploy_deployment_config,"{arn,create_time,deployment_config_id,deployment_config_name,compute_platform,minimum_healthy_hosts,traffic_routing_config,zonal_config,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_secretsmanager_secret,"{name,arn,created_date,description,kms_key_id,deleted_date,last_accessed_date,last_changed_date,last_rotated_date,owning_service,primary_region,policy,policy_std,replication_status,rotation_enabled,rotation_lambda_arn,rotation_rules,secret_versions_to_stages,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_connection,"{name,arn,connection_type,creation_time,description,last_updated_by,last_updated_time,connection_properties,match_criteria,physical_connection_requirements,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elastic_beanstalk_application_version,"{application_name,application_version_arn,build_arn,date_created,date_updated,description,status,version_label,source_build_information,source_bundle,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eks_access_policy_association,"{cluster_name,principal_arn,policy_arn,associated_at,modified_at,access_scope,access_scope_type,access_scope_namespaces,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ebs_volume_metric_write_ops,"{volume_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudtrail_import,"{import_id,created_timestamp,import_status,end_event_time,start_event_time,updated_timestamp,destinations,import_source,import_statistics,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecrpublic_repository,"{repository_name,registry_id,arn,repository_uri,created_at,policy,policy_std,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_directory_service_log_subscription,"{directory_id,log_group_name,subscription_created_date_time,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rolesanywhere_profile,"{profile_id,arn,name,accept_role_session_name,updated_at,created_at,created_by,duration_seconds,enabled,require_instance_properties,attribute_mappings,managed_policy_arns,role_arns,session_policy,session_policy_std,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudfront_distribution,"{id,arn,status,caller_reference,comment,default_root_object,domain_name,enabled,e_tag,http_version,is_ipv6_enabled,in_progress_invalidation_batches,last_modified_time,price_class,web_acl_id,active_trusted_key_groups,active_trusted_signers,aliases,alias_icp_recordals,cache_behaviors,custom_error_responses,default_cache_behavior,logging,origins,origin_groups,restrictions,tags_src,viewer_certificate,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_resource_hourly,"{resource_id,dimension_key,dimension_value,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_guardduty_detector,"{detector_id,arn,status,created_at,finding_publishing_frequency,service_role,updated_at,data_sources,features,master_account,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_access_key,"{access_key_id,user_name,status,create_date,access_key_last_used_date,access_key_last_used_service,access_key_last_used_region,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_msk_serverless_cluster,"{arn,cluster_name,active_operation_arn,cluster_type,creation_time,current_version,state,cluster_operation,serverless,state_info,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_oam_sink,"{name,id,arn,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codebuild_fleet,"{name,arn,base_capacity,created,last_modified,status,status_reason,compute_type,compute_fleet_type,vpc_config,environment_type,current_capacity,desired_capacity,max_capacity,min_capacity,fleet_service_role,tags_src,title,akas,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_appstream_fleet,"{name,arn,instance_type,state,created_time,description,display_name,disconnect_timeout_in_seconds,directory_name,organizational_unit_distinguished_name,enable_default_internet_access,fleet_type,iam_role_arn,idle_disconnect_timeout_in_seconds,image_arn,image_name,max_concurrent_sessions,max_user_duration_in_seconds,platform,stream_view,compute_capacity_status,fleet_errors,session_script_s3_location,usb_device_filter_strings,vpc_config,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_efs_access_point,"{name,access_point_id,access_point_arn,life_cycle_state,file_system_id,client_token,owner_id,posix_user,root_directory,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_finding_aggregator,"{arn,finding_aggregation_region,region_linking_mode,regions,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dms_replication_task,"{replication_task_identifier,arn,cdc_start_position,cdc_stop_position,last_failure_message,migration_type,recovery_checkpoint,replication_instance_arn,replication_task_creation_date,replication_task_start_date,source_endpoint_arn,status,stop_reason,table_mappings,target_endpoint_arn,target_replication_instance_arn,task_data,replication_task_settings,replication_task_stats,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_key_pair,"{key_name,key_pair_id,key_type,public_key,create_time,key_fingerprint,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_workload_share,"{workload_id,permission_type,share_id,shared_with,status,status_message,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ebs_volume_metric_read_ops_hourly,"{volume_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_servicequotas_service_quota_change_request,"{id,case_id,status,quota_name,quota_code,quota_arn,desired_value,created,global_quota,last_updated,requester,quota_requested_at_level,service_name,service_code,unit,quota_context,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_transit_gateway_vpc_attachment,"{transit_gateway_attachment_id,transit_gateway_id,transit_gateway_owner_id,state,creation_time,resource_id,resource_type,resource_owner_id,association_state,association_transit_gateway_route_table_id,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_proxy,"{db_proxy_name,db_proxy_arn,created_date,status,debug_logging,endpoint,engine_family,idle_client_timeout,require_tls,role_arn,updated_date,vpc_id,auth,vpc_security_group_ids,vpc_subnet_ids,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ebs_volume_metric_read_ops_daily,"{volume_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_docdb_cluster,"{db_cluster_identifier,arn,status,cluster_create_time,backup_retention_period,clone_group_id,db_cluster_parameter_group,db_cluster_resource_id,db_subnet_group,deletion_protection,earliest_restorable_time,endpoint,engine,engine_version,hosted_zone_id,kms_key_id,latest_restorable_time,master_user_name,multi_az,percent_progress,storage_type,port,preferred_backup_window,preferred_maintenance_window,reader_endpoint,replication_source_identifier,storage_encrypted,associated_roles,availability_zones,enabled_cloudwatch_logs_exports,members,read_replica_identifiers,vpc_security_groups,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
